X,Y,Z
478677.5864,3467947.892,34.021
478680.8291,3467946.175,35.7318
478683.0391,3467945.005,37.213
478688.4348,3467942.149,37.4326
478695.2467,3467938.544,37.5853
478700.8891,3467935.557,37.7487
478707.7209,3467931.941,37.8587
478715.5753,3467927.784,37.9812
478724.2758,3467923.178,38.0005
478730.0988,3467920.096,38.0485
478735.8103,3467917.073,38.3206
478743.7053,3467912.894,38.2778
478748.5642,3467910.322,38.1837
478753.1912,3467907.873,38.0131
478455.2940988392,3468165.362582326,41.6656604384349
478538.1887976785,3468221.2951646517,41.54262087686979
478621.08349651773,3468277.227746977,41.41958131530469
478703.978195357,3468333.160329303,41.29654175373959
478786.87289419625,3468389.0929116285,41.17350219217448
478869.7675930355,3468445.0254939543,41.05046263060938
478952.66229187476,3468500.9580762796,40.92742306904428
479035.556990714,3468556.8906586054,40.80438350747917
479118.4516895533,3468612.823240931,40.68134394591407
479201.3463883925,3468668.755823257,40.558304384348965
479284.2410872317,3468724.688405582,40.435264822783864
479367.135786071,3468780.620987908,40.312225261218764
479450.03048491024,3468836.5535702338,40.189185699653656
479532.9251837495,3468892.4861525595,40.066146138088556
479615.81988258875,3468948.418734885,39.943106576523455
479698.714581428,3469004.3513172106,39.82006701495835
479781.60928026726,3469060.2838995364,39.69702745339325
479864.5039791065,3469116.216481862,39.573987891828146
478460.958480546,3468162.45468102,41.839757061272714
478543.757861092,3468218.5283620404,41.76991412254543
478626.557241638,3468274.6020430606,41.70007118381815
478709.35662218404,3468330.675724081,41.63022824509087
478792.15600273,3468386.7494051014,41.560385306363585
478874.95538327604,3468442.8230861216,41.4905423676363
478957.7547638221,3468498.8967671418,41.42069942890902
479040.55414436804,3468554.970448162,41.35085649018174
479123.35352491407,3468611.044129182,41.28101355145446
479206.1529054601,3468667.1178102028,41.21117061272717
479288.95228600607,3468723.191491223,41.14132767399989
479371.7516665521,3468779.265172243,41.07148473527261
479454.5510470981,3468835.3388532633,41.00164179654533
479537.3504276441,3468891.4125342835,40.931798857818045
479620.1498081901,3468947.4862153037,40.86195591909076
479702.94918873615,3469003.5598963243,40.79211298036348
479785.7485692821,3469059.6335773445,40.7222700416362
479868.54794982815,3469115.7072583647,40.652427102908916
478467.21830921853,3468159.276400097,41.725449681569735
478549.87391843705,3468215.5618001944,41.662199363139464
478632.52952765557,3468271.8472002917,41.5989490447092
478715.1851368741,3468328.132600389,41.53569872627893
478797.84074609267,3468384.418000486,41.47244840784867
478880.4963553112,3468440.7034005835,41.409198089418396
478963.1519645297,3468496.9888006807,41.34594777098813
479045.8075737482,3468553.274200778,41.28269745255786
479128.46318296675,3468609.5596008757,41.2194471341276
479211.11879218527,3468665.845000973,41.15619681569733
479293.7744014038,3468722.13040107,41.092946497267064
479376.4300106223,3468778.4158011675,41.029696178836794
479459.08561984083,3468834.7012012647,40.96644586040653
479541.7412290594,3468890.986601362,40.90319554197626
479624.3968382779,3468947.2720014593,40.839945223545996
479707.05244749645,3469003.5574015565,40.776694905115725
479789.70805671497,3469059.842801654,40.71344458668546
479872.3636659335,3469116.128201751,40.65019426825519
478470.5557300812,3468157.4559580525,41.66204250744269
478553.2694601625,3468213.655916105,41.60228501488538
478635.9831902437,3468269.855874157,41.54252752232807
478718.69692032493,3468326.0558322095,41.482770029770755
478801.41065040615,3468382.255790262,41.423012537213445
478884.1243804874,3468438.4557483145,41.363255044656135
478966.83811056864,3468494.655706367,41.303497552098825
479049.55184064986,3468550.855664419,41.243740059541516
479132.2655707311,3468607.0556224715,41.183982566984206
479214.97930081235,3468663.255580524,41.12422507442689
479297.69303089357,3468719.4555385765,41.06446758186958
479380.4067609748,3468775.655496629,41.00471008931227
479463.120491056,3468831.855454681,40.94495259675496
479545.8342211373,3468888.0554127335,40.88519510419765
479628.5479512185,3468944.255370786,40.82543761164034
479711.2616812997,3469000.4553288384,40.76568011908302
479793.975411381,3469056.655286891,40.70592262652571
479876.6891414622,3469112.8552449434,40.6461651339684
478472.9178446194,3468156.2366527184,40.60512607363864
478555.5984892388,3468212.4853054364,40.61365214727728
478638.2791338583,3468268.733958155,40.62217822091591
478720.95977847767,3468324.982610873,40.630704294554555
478803.6404230971,3468381.2312635914,40.63923036819319
478886.3210677166,3468437.4799163095,40.64775644183183
478969.001712336,3468493.728569028,40.656282515470465
479051.6823569554,3468549.977221746,40.66480858910911
479134.3630015748,3468606.2258744645,40.67333466274774
479217.0436461943,3468662.4745271825,40.681860736386376
479299.7242908137,3468718.723179901,40.69038681002502
479382.4049354331,3468774.971832619,40.69891288366365
479465.0855800526,3468831.2204853375,40.707438957302294
479547.76622467197,3468887.4691380556,40.71596503094093
479630.4468692914,3468943.717790774,40.72449110457957
479713.1275139109,3468999.9664434926,40.733017178218205
479795.8081585303,3469056.2150962106,40.74154325185685
479878.4888031497,3469112.463748929,40.75006932549548
478474.35094024916,3468155.4629841447,40.27549039008045
478557.04768049833,3468211.687968289,40.257880780160896
478639.7444207475,3468267.912952434,40.24027117024134
478722.4411609967,3468324.1379365786,40.22266156032179
478805.13790124585,3468380.362920723,40.205051950402236
478887.834641495,3468436.5879048677,40.187442340482676
478970.5313817442,3468492.812889012,40.16983273056312
479053.22812199336,3468549.037873157,40.15222312064357
479135.92486224254,3468605.2628573016,40.134613510724016
479218.6216024917,3468661.487841446,40.11700390080446
479301.3183427409,3468717.7128255907,40.09939429088491
479384.01508299005,3468773.9378097355,40.081784680965356
479466.7118232392,3468830.16279388,40.0641750710458
479549.4085634884,3468886.3877780247,40.04656546112625
479632.10530373757,3468942.612762169,40.028955851206696
479714.80204398674,3468998.837746314,40.01134624128714
479797.4987842359,3469055.0627304586,39.99373663136758
479880.1955244851,3469111.287714603,39.97612702144803
478475.5938092531,3468154.781772816,40.671808321039435
478558.3151185063,3468210.970545632,40.58931664207888
478641.03642775945,3468267.159318448,40.50682496311831
478723.7577370126,3468323.348091264,40.42433328415775
478806.4790462657,3468379.53686408,40.34184160519719
478889.2003555189,3468435.7256368957,40.259349926236624
478971.92166477203,3468491.914409712,40.17685824727606
479054.64297402516,3468548.1031825277,40.0943665683155
479137.36428327835,3468604.291955344,40.011874889354935
479220.0855925315,3468660.4807281597,39.92938321039437
479302.8069017846,3468716.669500976,39.84689153143381
479385.52821103774,3468772.858273792,39.76439985247325
479468.24952029093,3468829.047046608,39.68190817351268
479550.97082954407,3468885.235819424,39.599416494552116
479633.6921387972,3468941.42459224,39.51692481559156
479716.4134480504,3468997.613365056,39.43443313663099
479799.1347573035,3469053.8021378717,39.35194145767043
479881.85606655665,3469109.990910688,39.26944977870987
478476.7013264486,3468154.177582636,40.210929516812435
478559.4417528971,3468210.3381652725,40.10705903362488
478642.1821793457,3468266.4987479085,40.003188550437315
478724.9226057942,3468322.6593305445,39.89931806724976
478807.6630322428,3468378.819913181,39.795447584062195
478890.4034586913,3468434.980495817,39.69157710087464
478973.1438851399,3468491.141078453,39.587706617687076
479055.8843115884,3468547.3016610895,39.48383613449952
479138.624738037,3468603.4622437255,39.379965651311956
479221.3651644855,3468659.6228263616,39.2760951681244
479304.1055909341,3468715.783408998,39.172224684936836
479386.8460173827,3468771.943991634,39.06835420174928
479469.5864438312,3468828.10457427,38.964483718561716
479552.3268702798,3468884.2651569066,38.86061323537416
479635.0672967283,3468940.4257395426,38.7567427521866
479717.8077231769,3468996.5863221786,38.65287226899904
479800.5481496254,3469052.746904815,38.54900178581148
479883.288576074,3469108.907487451,38.44513130262392
478478.03744294675,3468153.451682465,39.3591546864317
478560.79748589353,3468209.58336493,39.26160937286341
478643.55752884026,3468265.7150473953,39.164064059295114
478726.31757178705,3468321.84672986,39.06651874572682
478809.0776147338,3468377.9784123255,38.96897343215853
478891.83765768056,3468434.1100947903,38.87142811859023
478974.5977006273,3468490.2417772557,38.773882805021934
479057.3577435741,3468546.3734597205,38.676337491453644
479140.1177865208,3468602.505142186,38.57879217788535
479222.8778294675,3468658.6368246507,38.48124686431705
479305.6378724143,3468714.768507116,38.38370155074876
479388.39791536104,3468770.9001895813,38.286156237180464
479471.1579583078,3468827.031872046,38.18861092361217
479553.91800125455,3468883.1635545115,38.09106561004388
479636.67804420134,3468939.2952369764,37.99352029647558
479719.43808714807,3468995.4269194417,37.89597498290729
479802.1981300948,3469051.5586019065,37.798429669338994
479884.9581730416,3469107.690284372,37.7008843557707
478480.388322865,3468152.1982784974,38.52863075101831
478563.15814573003,3468208.3155569946,38.44216150203663
478645.92796859506,3468264.4328354923,38.35569225305495
478728.69779146,3468320.5501139895,38.26922300407327
478811.46761432505,3468376.667392487,38.18275375509158
478894.2374371901,3468432.7846709844,38.0962845061099
478977.0072600551,3468488.901949482,38.00981525712822
479059.77708292013,3468545.0192279797,37.92334600814654
479142.54690578516,3468601.136506477,37.83687675916485
479225.3167286502,3468657.2537849746,37.75040751018317
479308.08655151515,3468713.371063472,37.66393826120149
479390.8563743802,3468769.4883419694,37.57746901221981
479473.6261972452,3468825.605620467,37.49099976323812
479556.39602011023,3468881.7228989643,37.404530514256436
479639.16584297526,3468937.840177462,37.31806126527476
479721.9356658403,3468993.957455959,37.23159201629307
479804.7054887053,3469050.074734457,37.14512276731139
479887.4753115703,3469106.192012954,37.058653518329706
478481.74945836316,3468151.440394357,38.181622524637255
478564.5585167263,3468207.499788714,38.11714504927452
478647.3675750894,3468263.559183071,38.052667573911776
478730.17663345253,3468319.6185774277,37.98819009854904
478812.9856918157,3468375.677971785,37.9237126231863
478895.7947501788,3468431.7373661418,37.85923514782356
478978.60380854196,3468487.7967604985,37.79475767246082
479061.41286690504,3468543.8561548553,37.73028019709808
479144.2219252682,3468599.9155492126,37.66580272173534
479227.0309836313,3468655.9749435694,37.6013252463726
479309.84004199447,3468712.034337926,37.53684777100986
479392.6491003576,3468768.0937322835,37.472370295647124
479475.4581587207,3468824.1531266402,37.40789282028438
479558.26721708383,3468880.212520997,37.343415344921645
479641.076275447,3468936.2719153543,37.2789378695589
479723.8853338101,3468992.331309711,37.21446039419616
479806.69439217326,3469048.390704068,37.14998291883342
479889.50345053634,3469104.450098425,37.08550544347068
478483.6976786357,3468150.3470712863,38.20691336232643
478566.57185727137,3468206.310142572,38.135026724652874
478649.4460359071,3468262.2732138583,38.06314008697931
478732.32021454273,3468318.2362851445,37.991253449305745
478815.19439317845,3468374.1993564307,37.91936681163219
478898.06857181416,3468430.1624277164,37.84748017395862
478980.9427504498,3468486.1254990026,37.77559353628506
479063.81692908553,3468542.088570289,37.7037068986115
479146.6911077212,3468598.0516415746,37.631820260937936
479229.5652863569,3468654.014712861,37.55993362326438
479312.4394649926,3468709.977784147,37.48804698559081
479395.31364362827,3468765.9408554332,37.41616034791725
479478.187822264,3468821.903926719,37.34427371024369
479561.06200089963,3468877.866998005,37.272387072570126
479643.93617953535,3468933.8300692914,37.20050043489656
479726.81035817106,3468989.793140577,37.128613797223004
479809.6845368067,3469045.7562118634,37.05672715954944
479892.5587154424,3469101.7192831496,36.984840521875874
478485.59747178876,3468149.23423197,38.16114238871944
478568.5847435776,3468205.02946394,38.091784777438875
478651.57201536634,3468260.8246959094,38.022427166158316
478734.5592871551,3468316.6199278794,37.95306955487776
478817.5465589439,3468372.4151598494,37.88371194359719
478900.5338307327,3468428.2103918195,37.81435433231663
478983.52110252145,3468484.005623789,37.744996721036074
479066.5083743103,3468539.800855759,37.67563910975551
479149.49564609904,3468595.596087729,37.60628149847495
479232.4829178878,3468651.391319699,37.536923887194384
479315.4701896766,3468707.1865516687,37.467566275913825
479398.4574614654,3468762.9817836387,37.398208664633266
479481.44473325415,3468818.7770156087,37.3288510533527
479564.43200504297,3468874.5722475788,37.25949344207214
479647.41927683173,3468930.3674795483,37.19013583079158
479730.4065486205,3468986.1627115184,37.12077821951102
479813.3938204093,3469041.9579434884,37.05142060823046
479896.3810921981,3469097.7531754584,36.9820629969499
478488.81997039483,3468147.494426306,38.17103636601196
478571.8420407896,3468203.2378526116,38.09197273202391
478654.86411118443,3468258.9812789173,38.01290909803587
478737.88618157926,3468314.724705223,37.93384546404783
478820.9082519741,3468370.4681315287,37.85478183005978
478903.93032236886,3468426.2115578344,37.775718196071736
478986.9523927637,3468481.95498414,37.696654562083694
479069.9744631585,3468537.698410446,37.617590928095645
479152.99653355335,3468593.4418367515,37.5385272941076
479236.0186039481,3468649.1852630572,37.45946366011956
479319.04067434295,3468704.928689363,37.38040002613152
479402.0627447378,3468760.6721156687,37.30133639214347
479485.08481513255,3468816.4155419744,37.22227275815543
479568.1068855274,3468872.15896828,37.143209124167385
479651.1289559222,3468927.902394586,37.064145490179335
479734.15102631703,3468983.6458208915,36.98508185619129
479817.1730967118,3469039.389247197,36.90601822220325
479900.19516710663,3469095.132673503,36.8269545882152
478491.39944256045,3468146.0887178537,38.05731896060109
478574.4635851209,3468201.7694357075,37.980637921202174
478657.5277276814,3468257.4501535613,37.90395688180325
478740.59187024186,3468313.130871415,37.82727584240434
478823.6560128023,3468368.8115892685,37.75059480300543
478906.7201553628,3468424.4923071223,37.673913763606514
478989.78429792327,3468480.173024976,37.5972327242076
479072.84844048374,3468535.85374283,37.52055168480869
479155.9125830442,3468591.534460684,37.44387064540977
479238.9767256047,3468647.2151785376,37.367189606010854
479322.0408681652,3468702.8958963915,37.29050856661194
479405.1050107257,3468758.5766142453,37.21382752721303
479488.16915328614,3468814.2573320987,37.137146487814114
479571.2332958466,3468869.9380499525,37.060465448415194
479654.2974384071,3468925.6187678063,36.98378440901628
479737.36158096755,3468981.29948566,36.90710336961737
479820.425723528,3469036.980203514,36.830422330218454
479903.4898660885,3469092.660921368,36.75374129081954
478493.63505223126,3468144.87259194,38.024394549318586
478576.7341044625,3468200.5011838805,37.93908909863718
478659.8331566937,3468256.1297758208,37.85378364795577
478742.93220892496,3468311.7583677606,37.76847819727437
478826.0312611562,3468367.386959701,37.68317274659296
478909.13031338743,3468423.015551641,37.597867295911556
478992.22936561867,3468478.6441435814,37.512561845230145
479075.3284178499,3468534.2727355217,37.42725639454874
479158.42747008114,3468589.901327462,37.34195094386733
479241.5265223124,3468645.529919402,37.25664549318593
479324.6255745436,3468701.1585113425,37.17134004250452
479407.72462677484,3468756.7871032823,37.086034591823115
479490.8236790061,3468812.4156952226,37.000729141141704
479573.9227312373,3468868.044287163,36.9154236904603
479657.02178346855,3468923.672879103,36.83011823977889
479740.1208356998,3468979.3014710434,36.74481278909749
479823.219887931,3469034.9300629837,36.65950733841608
479906.31894016225,3469090.558654924,36.574201887734674
478495.29445319704,3468143.916310462,37.87501187274104
478578.4739063941,3468199.4246209245,37.79732374548208
478661.65335959115,3468254.9329313873,37.71963561822312
478744.83281278826,3468310.4412418497,37.641947490964164
478828.0122659853,3468365.949552312,37.564259363705204
478911.19171918236,3468421.4578627744,37.486571236446245
478994.3711723794,3468476.9661732367,37.408883109187286
479077.55062557646,3468532.474483699,37.331194981928334
479160.7300787735,3468587.982794162,37.253506854669375
479243.90953197057,3468643.4911046242,37.175818727410416
479327.0889851676,3468698.9994150866,37.09813060015146
479410.2684383647,3468754.507725549,37.0204424728925
479493.4478915618,3468810.0160360113,36.94275434563354
479576.62734475883,3468865.5243464736,36.86506621837458
479659.8067979559,3468921.0326569364,36.78737809111562
479742.98625115294,3468976.540967399,36.70968996385666
479826.16570435,3469032.049277861,36.6320018365977
479909.34515754704,3469087.5575883235,36.55431370933874
478496.9529988424,3468142.993535211,37.86570449858421
478580.1782976849,3468198.433070421,37.77870899716841
478663.4035965273,3468253.872605632,37.691713495752616
478746.62889536977,3468309.3121408424,37.604717994336816
478829.8541942122,3468364.7516760533,37.517722492921024
478913.07949305465,3468420.1912112636,37.43072699150523
478996.30479189707,3468475.6307464745,37.34373149008943
479079.53009073954,3468531.070281685,37.25673598867364
479162.75538958196,3468586.5098168957,37.16974048725784
479245.98068842443,3468641.949352106,37.08274498584205
479329.20598726685,3468697.388887317,36.99574948442625
479412.4312861093,3468752.8284225273,36.908753983010456
479495.65658495174,3468808.267957738,36.821758481594664
479578.8818837942,3468863.7074929485,36.734762980178864
479662.1071826366,3468919.1470281594,36.64776747876307
479745.3324814791,3468974.5865633697,36.56077197734727
479828.5577803215,3469030.0260985806,36.47377647593148
479911.783079164,3469085.465633791,36.38678097451569
478498.458902272,3468142.198693351,37.872965477333025
478581.682104544,3468197.6413867017,37.79323095466606
478664.905306816,3468253.0840800526,37.71349643199908
478748.128509088,3468308.5267734034,37.633761909332115
478831.35171136,3468363.9694667547,37.55402738666514
478914.57491363195,3468419.4121601055,37.47429286399817
478997.798115904,3468474.8548534564,37.3945583413312
479081.02131817595,3468530.297546807,37.31482381866422
479164.2445204479,3468585.740240158,37.235089295997255
479247.46772271994,3468641.182933509,37.15535477333028
479330.6909249919,3468696.6256268597,37.07562025066331
479413.91412726394,3468752.0683202106,36.99588572799634
479497.1373295359,3468807.511013562,36.91615120532937
479580.3605318079,3468862.9537069127,36.836416682662396
479663.5837340799,3468918.3964002635,36.75668215999542
479746.8069363519,3468973.8390936144,36.67694763732845
479830.0301386239,3469029.281786965,36.59721311466148
479913.25334089587,3469084.724480316,36.51747859199451
478500.1673125081,3468141.2766796974,38.24349815164163
478583.4091250162,3468196.691359394,38.12549630328327
478666.6509375242,3468252.1060390915,38.0074944549249
478749.8927500323,3468307.5207187887,37.889492606566535
478833.1345625404,3468362.935398486,37.77149075820817
478916.3763750485,3468418.3500781828,37.653488909849806
478999.6181875565,3468473.76475788,37.53548706149144
479082.8600000646,3468529.1794375773,37.41748521313307
479166.1018125727,3468584.594117274,37.2994833647747
479249.3436250808,3468640.0087969713,37.18148151641634
479332.58543758886,3468695.4234766685,37.06347966805797
479415.8272500969,3468750.838156366,36.945477819699605
479499.069062605,3468806.2528360626,36.827475971341244
479582.31087511306,3468861.66751576,36.709474122982876
479665.55268762115,3468917.082195457,36.59147227462451
479748.79450012924,3468972.4968751543,36.47347042626614
479832.03631263727,3469027.911554851,36.35546857790778
479915.27812514536,3469083.3262345484,36.23746672954941
478501.7461990656,3468140.3933461476,37.87979722296895
478585.0367981312,3468195.734692295,37.7724944459379
478668.32739719684,3468251.076038442,37.66519166890686
478751.61799626244,3468306.4173845896,37.557888891875805
478834.90859532804,3468361.758730737,37.45058611484476
478918.19919439364,3468417.1000768845,37.34328333781371
479001.48979345924,3468472.441423032,37.235980560782664
479084.7803925249,3468527.7827691794,37.12867778375161
479168.0709915905,3468583.1241153264,37.02137500672057
479251.3615906561,3468638.465461474,36.914072229689516
479334.6521897217,3468693.8068076214,36.80676945265847
479417.9427887873,3468749.148153769,36.69946667562742
479501.23338785296,3468804.4894999163,36.592163898596375
479584.52398691856,3468859.830846064,36.484861121565324
479667.81458598416,3468915.172192211,36.37755834453428
479751.10518504976,3468970.5135383583,36.27025556750323
479834.3957841154,3469025.8548845057,36.16295279047218
479917.686383181,3469081.196230653,36.05565001344113
478502.71582956606,3468139.8588848673,37.082151678397494
478586.0273591321,3468195.168769734,37.006803356795
478669.33888869814,3468250.478654601,36.93145503519249
478752.6504182642,3468305.788539468,36.85610671358999
478835.9619478303,3468361.098424335,36.78075839198749
478919.2734773963,3468416.4083092017,36.705410070384985
479002.58500696236,3468471.718194069,36.63006174878249
479085.8965365284,3468527.0280789356,36.55471342717998
479169.2080660945,3468582.3379638027,36.47936510557748
479252.5195956605,3468637.6478486694,36.40401678397498
479335.83112522657,3468692.9577335366,36.32866846237248
479419.14265479264,3468748.2676184033,36.25332014076997
479502.45418435865,3468803.5775032705,36.177971819167475
479585.7657139247,3468858.8873881376,36.10262349756497
479669.0772434908,3468914.1972730043,36.02727517596247
479752.38877305685,3468969.5071578715,35.95192685435997
479835.70030262286,3469024.817042738,35.87657853275746
479919.01183218893,3469080.1269276054,35.801230211154966
478504.0437362169,3468139.155213852,36.33278413106271
478587.35707243375,3468194.4624277037,36.322568262125415
478670.67040865065,3468249.769641556,36.31235239318813
478753.9837448675,3468305.0768554076,36.302136524250834
478837.2970810844,3468360.3840692593,36.29192065531354
478920.61041730124,3468415.691283111,36.281704786376245
479003.92375351815,3468470.9984969627,36.27148891743895
479087.237089735,3468526.305710815,36.26127304850166
479170.5504259519,3468581.6129246666,36.25105717956437
479253.86376216874,3468636.9201385183,36.240841310627076
479337.17709838564,3468692.22735237,36.23062544168978
479420.4904346025,3468747.5345662218,36.22040957275249
479503.8037708194,3468802.841780074,36.21019370381519
479587.1171070363,3468858.1489939257,36.199977834877906
479670.43044325314,3468913.4562077774,36.18976196594061
479753.74377947004,3468968.763421629,36.17954609700332
479837.0571156869,3469024.070635481,36.16933022806602
479920.3704519038,3469079.377849333,36.15911435912873
478505.85127424984,3468138.1779581364,35.69942495955712
478589.1853484997,3468193.4539162735,35.72224991911425
478672.51942274946,3468248.72987441,35.74507487867137
478755.8534969993,3468304.0058325473,35.767899838228495
478839.18757124915,3468359.281790684,35.790724797785614
478922.521645499,3468414.5577488206,35.81354975734274
479005.8557197488,3468469.8337069578,35.83637471689986
479089.18979399867,3468525.1096650944,35.85919967645699
479172.52386824845,3468580.385623231,35.88202463601411
479255.8579424983,3468635.661581368,35.90484959557123
479339.19201674813,3468690.937539505,35.927674555128355
479422.52609099797,3468746.213497642,35.950499514685475
479505.8601652478,3468801.4894557786,35.9733244742426
479589.1942394976,3468856.7654139153,35.99614943379972
479672.52831374743,3468912.0413720524,36.01897439335685
479755.8623879973,3468967.317330189,36.04179935291397
479839.1964622471,3469022.593288326,36.064624312471096
479922.53053649695,3469077.869246463,36.087449272028216
478507.06338329584,3468137.503813594,34.82305770729996
478590.4306665916,3468192.7296271888,34.897815414599926
478673.79794988746,3468247.955440783,34.972573121899885
478757.1652331833,3468303.1812543776,35.04733082919984
478840.5325164791,3468358.407067972,35.12208853649981
478923.8997997749,3468413.632881566,35.19684624379977
479007.26708307076,3468468.8586951606,35.27160395109973
479090.63436636655,3468524.084508755,35.346361658399694
479174.0016496624,3468579.3103223494,35.42111936569965
479257.3689329582,3468634.5361359436,35.49587707299961
479340.736216254,3468689.761949538,35.57063478029958
479424.10349954985,3468744.9877631324,35.64539248759954
479507.47078284563,3468800.2135767266,35.720150194899496
479590.83806614147,3468855.4393903213,35.79490790219946
479674.2053494373,3468910.6652039154,35.86966560949942
479757.5726327331,3468965.8910175096,35.94442331679939
479840.93991602893,3469021.1168311043,36.019181024099346
479924.3071993248,3469076.3426446985,36.093938731399305
478508.51750158565,3468136.7531573987,33.95124211727648
478591.86460317124,3468192.009314797,34.08438423455295
478675.2117047569,3468247.2654721956,34.21752635182943
478758.5588063425,3468302.5216295943,34.3506684691059
478841.9059079281,3468357.7777869925,34.483810586382376
478925.2530095137,3468413.033944391,34.61695270365885
479008.60011109937,3468468.29010179,34.750094820935324
479091.94721268496,3468523.546259188,34.8832369382118
479175.2943142706,3468578.802416587,35.01637905548827
479258.64141585625,3468634.0585739855,35.14952117276475
479341.98851744185,3468689.314731384,35.28266329004122
479425.3356190275,3468744.5708887824,35.4158054073177
479508.6827206131,3468799.827046181,35.548947524594176
479592.02982219873,3468855.0832035798,35.68208964187065
479675.3769237843,3468910.339360978,35.815231759147125
479758.72402537,3468965.5955183767,35.948373876423595
479842.07112695556,3469020.8516757754,36.08151599370007
479925.4182285412,3469076.1078331736,36.21465811097655
478512.38035036944,3468134.7925939406,33.065271330907606
478595.64210073894,3468190.1771878814,33.23164266181521
478678.9038511084,3468245.5617818222,33.39801399272282
478762.1656014779,3468300.946375763,33.56438532363042
478845.42735184735,3468356.330969704,33.73075665453803
478928.68910221686,3468411.7155636447,33.89712798544563
479011.9508525863,3468467.1001575855,34.06349931635324
479095.2126029558,3468522.4847515267,34.22987064726084
479178.47435332526,3468577.8693454675,34.39624197816845
479261.7361036947,3468633.2539394083,34.56261330907605
479344.9978540642,3468688.638533349,34.72898463998366
479428.25960443367,3468744.02312729,34.89535597089126
479511.5213548032,3468799.4077212308,35.06172730179887
479594.7831051726,3468854.7923151716,35.22809863270647
479678.04485554213,3468910.1769091124,35.39446996361408
479761.3066059116,3468965.561503053,35.56084129452168
479844.5683562811,3469020.946096994,35.72721262542929
479927.83010665054,3469076.330690935,35.89358395633689
478514.215005076,3468133.804208834,33.164433402534385
478597.4943101521,3468189.162417668,33.32586680506876
478680.77361522807,3468244.520626502,33.48730020760315
478764.0529203041,3468299.878835336,33.648733610137526
478847.3322253802,3468355.23704417,33.81016701267191
478930.6115304562,3468410.5952530038,33.9716004152063
479013.8908355323,3468465.953461838,34.133033817740674
479097.17014060833,3468521.311670672,34.29446722027506
479180.4494456843,3468576.669879506,34.45590062280944
479263.7287507604,3468632.02808834,34.61733402534382
479347.0080558364,3468687.386297174,34.7787674278782
479430.2873609125,3468742.744506008,34.940200830412586
479513.56666598853,3468798.1027148417,35.10163423294697
479596.8459710646,3468853.460923676,35.26306763548135
479680.1252761406,3468908.81913251,35.424501038015734
479763.40458121663,3468964.177341344,35.58593444055011
479846.6838862927,3469019.535550178,35.7473678430845
